"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon (CMU) LTI","Computer Science,LTI,MLT, Masters (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 161/166/5.00GRE Subject: n/a","I","3 Feb 2016","non iit from India, IPTSE winter school, RI Summer Scholar, dream admit"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","U","3 Feb 2016",""
"Carnegie Mellon University (CMU)","Computer Science, Language Technologies Institute, Masters (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.81GRE General (V/Q/W): 166/163/4.00GRE Subject: n/a","I","3 Feb 2016","No funding. Applied for Ph.D."
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","U","3 Feb 2016","graphics"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","A","3 Feb 2016","Undergrad in a totally unrelated field; one type-theory-related publication"
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.60GRE General (V/Q/W): 161/170/4.00GRE Subject: n/a","I","3 Feb 2016","With master. 2 top conference full papers (1st-author) + 2 top short papers. Worked as an intern at CMU last summer so have a connection. Good luck to everyone!"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F15)","Accepted via E-mail on 3 Feb 2016 ","A","3 Feb 2016","Yay! Just MIT left."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","U","3 Feb 2016","Applied for theory and ML. Still waiting for MIT, Columbia and Princeton."
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","A","3 Feb 2016","Brief interview two weeks ago. Accepted to computer science department with GA funding for first year."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 ","I","3 Feb 2016","Had an interview 2 weeks ago."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.86GRE General (V/Q/W): 167/167/5.00GRE Subject: n/a","A","3 Feb 2016","Admitted following an interview with a professor in my area of interest.  No pubs and ugrad research was in a slightly different area, but also did ugrad work with a well-known prof. who got his degree from CMU.  Very excited, best of luck to everyone!"
"Carnegie  Mellon University (CMU)","Computer Science, Masters (F16)","Accepted via E-mail on 3 Feb 2016 ","I","3 Feb 2016","Machine Learning MS, seems hard to get ML PhD :("
"Carnegie  Mellon University (CMU)","Computer Science (Machine Learning Dept), Masters (F16)","Accepted via E-mail on 3 Feb 2016 Undergrad GPA: 3.90GRE General (V/Q/W): 153/170/3.50GRE Subject: n/a","U","3 Feb 2016","Finally something from CMU! Still waiting for MSCS!"
"Carnegie  Mellon University (CMU)","(Computer Science, Masters (F16)","Accepted via E-mail on 2 Feb 2016 ","U","3 Feb 2016",""
"Carnegie  Mellon University (CMU)","Computer Science Machine Learning (ML), Masters (F16)","Accepted via E-mail on 2 Feb 2016 Undergrad GPA: n/aGRE General (V/Q/W): 167/170/5.00GRE Subject: n/a","I","2 Feb 2016","E-mail from the department for the MS ML program. Not funded. Excited but still waiting on my app to the CS PhD program!"
"Carnegie Mellon CMU","Computer Science, Machine Learning Department, PhD (F16)","Accepted via E-mail on 2 Feb 2016 Undergrad GPA: 3.96GRE General (V/Q/W): 152/170/3.50GRE Subject: n/a","I","2 Feb 2016","Non related background, poor GRE; however, descent research experience!
Still wait for UCB, Stanford's admission. Computer Vision/ Machine Learning."
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F16)","Accepted via E-mail on 2 Feb 2016 ","U","2 Feb 2016","ML department"
"Carnegie  Mellon University (CMU)","Computer Science (Machine Learning), PhD (F16)","Other via E-mail on 2 Feb 2016 ","I","2 Feb 2016","To the poster below, I got accepted by MLD and there is no interview."
"Carnegie Mellon University (CMU)","Computer Science - Machine Learning, PhD (F16)","Accepted via E-mail on 2 Feb 2016 ","I","2 Feb 2016","Best luck for everyone!"
"Carnegie  Mellon University (CMU)","Computer Science Machine Learning, PhD (F16)","Accepted via E-mail on 2 Feb 2016 Undergrad GPA: 3.73GRE General (V/Q/W): 152/170/4.00GRE Subject: n/a","I","2 Feb 2016","!!!"
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F16)","Interview via Phone on 27 Jan 2016 ","A","27 Jan 2016","Skype interview with prof mentioned in SOP"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 26 Jan 2016 ","U","26 Jan 2016","graphics"
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Interview via Phone on 26 Jan 2016 ","I","26 Jan 2016","Applied to do machine learning. Interviewed by a TCS prof."
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Interview via E-mail on 25 Jan 2016 ","A","26 Jan 2016","Received email with a request to hold a Skype interview. Asked questions about past research projects and future research goals."
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 26 Jan 2016 Undergrad GPA: 3.30GRE General (V/Q/W): 162/165/5.00GRE Subject: n/a","A","26 Jan 2016",""
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Accepted via E-mail on 26 Jan 2016 ","","26 Jan 2016","Machine learning. Excited! Likely got rejected by Berkeley (no interview). 

Still waiting for Columbia, Stanford"
"Carnegie Mellon University  MSIT EBusiness Technology","Computer Science, Masters (F16)","Accepted via E-mail on 25 Jan 2016 Undergrad GPA: 3.33GRE General (V/Q/W): 144/163/3.00GRE Subject: n/a","I","25 Jan 2016",""
"Carnegie  Mellon University (e-business)","Computer Science, Masters (F16)","Accepted via E-mail on 25 Jan 2016 ","A","25 Jan 2016","hahahahaha   I am in cmu!!"
"Carnegie  Mellon University (CMU) Ebiz","Computer Science, Masters (F16)","Accepted via E-mail on 25 Jan 2016 ","I","25 Jan 2016",""
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F16)","Interview via E-mail on 25 Jan 2016 ","I","25 Jan 2016",""
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 25 Jan 2016 ","I","25 Jan 2016",""
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 15 Jan 2016 ","I","20 Jan 2016","with prof mentioned in sop"
"Carnegie Mellon University","(Computer Science - Ebiz), Masters (F16)","Accepted via E-mail on 19 Jan 2016 Undergrad GPA: 3.20GRE General (V/Q/W): 144/170/3.00GRE Subject: n/a","I","19 Jan 2016","Accepted via E-mail on 19 Jan"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 18 Jan 2016 Undergrad GPA: 3.81GRE General (V/Q/W): 166/163/4.00GRE Subject: n/a","I","18 Jan 2016","Skype interview with professor mentioned in SOP."
"Carnegie Mellon University (CMU)","(Computer Science, PhD (F16)","Interview via E-mail on 18 Jan 2016 ","I","18 Jan 2016",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F15)","Interview via E-mail on 18 Jan 2016 ","I","18 Jan 2016",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 16 Jan 2016 Undergrad GPA: 3.97GRE General (V/Q/W): 167/170/5.00GRE Subject: n/a","A","16 Jan 2016",""
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F16)","Interview via E-mail on 13 Jan 2016 ","I","16 Jan 2016","Phone interview with Professor I mentioned in my statement of purpose."
"Carnegie Mellon  University (CMU)","(Computer Science, Masters (F16)","Rejected via E-mail on 13 Jan 2016 ","I","13 Jan 2016","what the.. 
Apparently, you don't even have to apply in order to be rejected from certain schools.."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Feb 2015 Undergrad GPA: 3.77GRE General (V/Q/W): 155/165/4.00GRE Subject: n/a","I","2 Apr 2015","I received the mail on 16th February not April. Corrected the previous mail."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Apr 2015 Undergrad GPA: 3.77GRE General (V/Q/W): 155/167/4.00GRE Subject: n/a","I","2 Apr 2015","They sent me an admit and then a reject 6 hours later. They refunded my application fees."
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via Website on 14 Mar 2015 Undergrad GPA: 3.80GRE General (V/Q/W): 157/170/3.50GRE Subject: n/a","I","19 Mar 2015","Made it to an interview. I guess that from the 800 applicants a lot are highly qualified :/"
"School Of Computer Science, Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 13 Mar 2015 Undergrad GPA: 3.70GRE General (V/Q/W): 166/168/5.00GRE Subject: n/a","I","13 Mar 2015","Was a long shot anyway."
"Carnegie Mellon","Computer Science, PhD (F15)","Rejected via E-mail on 12 Mar 2015 ","U","13 Mar 2015",""
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 ","U","12 Mar 2015","Now waiting for UCI and UCLA"
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 4.00GRE General (V/Q/W): 162/165/5.00GRE Subject: n/a","I","12 Mar 2015","No publications. Ranked 1st, good SOP and excellent references, research internship at Stanford University (EE dept)."
"Carnegie Mellon University","Computer Science, Masters (F15)","Rejected via E-mail on 16 Feb 2015 Undergrad GPA: 3.22GRE General (V/Q/W): 170/159/4.00GRE Subject: n/a","A","12 Mar 2015",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 11 Mar 2015 ","A","12 Mar 2015","Expected to be rejected."
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.85GRE General (V/Q/W): 152/169/3.00GRE Subject: n/a","I","12 Mar 2015","My 11th reject."
"Carnegie Mellon","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.78GRE General (V/Q/W): 169/162/4.50GRE Subject: n/a","I","11 Mar 2015","This was my top choice, so a bit sad. Got into a bunch of other top schools though."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 ","A","11 Mar 2015","4 papers, all first author."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.28GRE General (V/Q/W): 166/165/5.50GRE Subject: n/a","I","11 Mar 2015","~4.0 MS GPA, no pubs, worked for a year at a well-known software company."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 ","U","11 Mar 2015",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.40GRE General (V/Q/W): 168/170/4.00GRE Subject: n/a","I","11 Mar 2015",""
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.60GRE General (V/Q/W): 151/169/3.50GRE Subject: n/a","U","11 Mar 2015","End of the game. going to umich."
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 ","I","11 Mar 2015","Expected. Don't care as accepted the offer of Purdue :)"
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 11 Mar 2015 Undergrad GPA: 3.86GRE General (V/Q/W): 153/170/3.50GRE Subject: n/a","U","11 Mar 2015","Expected reject."
"Carnegie Mellon University","Masters In Computer Science, Masters (F15)","Accepted via E-mail on 11 Mar 2015 Undergrad GPA: 3.40GRE General (V/Q/W): 160/166/4.00GRE Subject: n/a","I","11 Mar 2015","Accepted for INI-Mobility program. Third admit! If anyone else got an admit, please point me to fb/whatsapp group?"
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 4.03GRE General (V/Q/W): 166/170/4.00GRE Subject: n/a","A","7 Mar 2015","Three years of research experience and co-authored three conference papers. I guess it was a research fit that killed the app."
"Carnegie Mellon University","Computer Science, Machine Learning, Masters (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 153/165/3.50GRE Subject: n/a","I","7 Mar 2015",""
"Carnegie Mellon University","Computer Science, Machine Learning, Masters (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 3.80GRE General (V/Q/W): 154/170/3.00GRE Subject: n/a","U","6 Mar 2015","7th Rej"
"Carnegie Mellon University","Computer Science, Masters (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 3.85GRE General (V/Q/W): 152/169/3.00GRE Subject: n/a","I","6 Mar 2015","My 10th reject. From Machine Learning Department."
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 3.85GRE General (V/Q/W): 152/169/3.00GRE Subject: n/a","I","6 Mar 2015","My 9th reject. From Machine Learning Department."
"Carnegie Mellon University","Computer Science, Computer Vision, Masters (F15)","Rejected via E-mail on 6 Mar 2015 ","I","6 Mar 2015",""
"Carnegie Mellon University","Computer Science, Machine Learning, Masters (F15)","Rejected via E-mail on 6 Mar 2015 ","I","6 Mar 2015",""
"Carnegie Mellon University","Computer Science Machine Learning, Masters (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 3.65GRE General (V/Q/W): 153/169/4.00GRE Subject: n/a","I","6 Mar 2015",""
"Carnegie Mellon University","Computer Science, Masters (F15)","Rejected via E-mail on 6 Mar 2015 Undergrad GPA: 4.00GRE General (V/Q/W): 158/163/4.50GRE Subject: n/a","I","6 Mar 2015","Don't know what they want. over 600 applicants and too less seats. Generic mail :("
"Carnegie Mellon University","Computer Science, PhD (F15)","Rejected via E-mail on 6 Mar 2015 ","I","6 Mar 2015","ML track."
"Carnegie Mellon University","Computer Science, Masters (F15)","Accepted via E-mail on 2 Mar 2015 Undergrad GPA: 8.20GRE General (V/Q/W): 154/163/3.50GRE Subject: n/a","I","3 Mar 2015","finally got a top notch school after getting 9 rejections (UCBerkley, UIUC, Yale, Caltech, Purdue, UMichigan, GTech, Harvard, Stanford). This was my only hope. Surprisingly it looks easier to get into CMU masters program compared to other schools, may be because of funding. No word on funding but there is no limit to my happiness today"
"Carnegie Mellon University","Computer Science, Masters (F15)","Accepted via E-mail on 2 Mar 2015 Undergrad GPA: 3.80GRE General (V/Q/W): 158/170/3.00GRE Subject: n/a","I","3 Mar 2015","From THU, rejected by MSCS, but get admitted to MCDS. No publication, good GPA, GRE and TOEFL."
"Carnegie Mellon University (CMU)","Master Of Science In Computer Vision (MSCV), Masters (F15)","Wait listed via E-mail on 28 Feb 2015 ","I","28 Feb 2015",""
"Carnegie Mellon University","Computer Science, Masters (F15)","Rejected via E-mail on 16 Feb 2015 ","I","27 Feb 2015",""
"Carnegie Mellon University","Computer Science, HCII, PhD (F15)","Rejected via E-mail on 27 Feb 2015 ","I","27 Feb 2015","I got a reject email from the graduate program director this morning. Expected result, but feel so bad."
"Carnegie Mellon University","Computer Science, PhD (F15)","Other via Other on 25 Feb 2015 ","I","25 Feb 2015","I've been having the same question. I applied to both CS and ML, but it seems Robotics is separate. Or so I hope!"
"Carnegie Mellon University","Computer Science, PhD (F15)","Other via Other on 25 Feb 2015 ","O","25 Feb 2015","I guess CS/ML and robotics institute would make their decisions separately, right? I have replied to ask though."
"Carnegie Mellon University","Computer Science, Masters (F15)","Rejected via E-mail on 25 Feb 2015 Undergrad GPA: 3.40GRE General (V/Q/W): 164/158/4.00GRE Subject: n/a","I","25 Feb 2015","Generic Email. Dear Mr. X_X_X.
I did not get the invitation of applying next year."
"Carnegie Mellon University","Computer Science (Robotics Institute), PhD (F15)","Rejected via E-mail on 25 Feb 2015 Undergrad GPA: 3.70GRE General (V/Q/W): 164/166/4.00GRE Subject: n/a","A","25 Feb 2015","Short form email."
"Carnegie Mellon University ( CMU )","Robotics Computer Science, PhD (F15)","Other via E-mail on 25 Feb 2015 Undergrad GPA: 3.94GRE General (V/Q/W): 159/168/5.00GRE Subject: n/a","O","25 Feb 2015","Adding to my post below... Wouldn't it be funny if they mistakenly rejected everyone from Ph.D. as the opposite of what they did for the Masters program? Maybe we will get some ""Sorry, you actually were admitted..."" emails later. Anyway, best of luck to all other applicants in all your decisions!"
