"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 28 Mar 2008 ","I","28 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 26 Mar 2008 ","O","26 Mar 2008","Postmarked 3/11/2008. American with an American BSc and a German MSc."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 24 Mar 2008 ","I","24 Mar 2008","Emailed, rejected back"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 24 Mar 2008 ","I","24 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Phone on 20 Mar 2008 ","I","21 Mar 2008","I called to find the status and they told me that "" My application had not been recommended by the admissions commitee"". :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 20 Mar 2008 ","A","20 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 20 Mar 2008 ","U","20 Mar 2008","Dated 03/12"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 20 Mar 2008 ","A","20 Mar 2008","Rejection letter arrived 5 days after they claimed they would notify us; email admissions@cs.uiuc.edu if you haven't heard from them."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 20 Mar 2008 ","I","20 Mar 2008","""I apologize that you have not yet received your notification. Our committee was delayed in finalizing their decisions due to the large volume of applicants. I regret to advise that your application was not accepted."""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 20 Mar 2008 ","U","20 Mar 2008","No change on website, but I got the mail which signed March 12:("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Other on 20 Mar 2008 ","I","20 Mar 2008","Emailed to check, they said decisions have been delayed, we regret to inform you that your application was not accepted."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 20 Mar 2008 ","I","19 Mar 2008","email at mkelley@uiuc.edu to know your decision"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 19 Mar 2008 ","U","19 Mar 2008","It mailed on Mar 12, even though there is still no result from online. I know I cannot get in, but it still hurts. Good luck to others"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 17 Mar 2008 ","U","19 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 17 Mar 2008 ","I","18 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 17 Mar 2008 ","U","18 Mar 2008",":("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Phone on 17 Mar 2008 ","I","17 Mar 2008","Called them, asked to email and rejected via reply to the email!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Phone on 17 Mar 2008 ","I","17 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 17 Mar 2008 ","I","17 Mar 2008","Emailed to the department and learned the result. It looks like they would not have told if I hadn't emailed them."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 17 Mar 2008 ","I","17 Mar 2008","
"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 15 Mar 2008 ","U","17 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 17 Mar 2008 ","I","17 Mar 2008","[Reposting. For some reason, I could not find my earlier post among search results] Emailed CS Admissions office for the likely decision date. The rejection was mentioned in their reply."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 17 Mar 2008 ","I","17 Mar 2008","Emailed CS Admissions office for the likely decision date. The rejection was mentioned in their reply."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 15 Mar 2008 ","I","15 Mar 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2008 ","U","14 Mar 2008","sent email to check my application status, and got a reply from CSD admissions advisor."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 8 Mar 2008 ","A","10 Mar 2008","UIUC doesn't like its own Undergrads :-("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 7 Mar 2008 ","I","8 Mar 2008","17k approximately for 9 months(1922 per month), some kind of assistantship to be decided later, the funny thing is that I got it as spam and almost missed it."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 28 Feb 2008 ","I","8 Mar 2008","""Open offer"" supported by the department, most likely a TA."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 28 Feb 2008 ","I","3 Mar 2008","Very happy to hear from UIUC. Admitted with financial aid for all the four years. Actual assistantship will be announced after acceptance."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 28 Feb 2008 ","U","28 Feb 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 27 Feb 2008 ","I","27 Feb 2008","5+ years of guaranteed funding "
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 26 Feb 2008 ","I","26 Feb 2008","email from professor to invite to join their group - my first admission!! yeah!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 11 Feb 2008 ","A","22 Feb 2008","$2K stipend/month"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 26 Mar 2007 ","I","26 Mar 2007","Very sadddd"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 20 Mar 2007 ","I","20 Mar 2007",":(  sad"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 17 Mar 2007 ","U","17 Mar 2007","UIUC TT"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 15 Mar 2007 ","I","15 Mar 2007","with aid :)"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 15 Mar 2007 ","A","15 Mar 2007",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 9 Mar 2007 ","A","9 Mar 2007","Dated Feb 28, 2007"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 8 Mar 2007 ","I","8 Mar 2007","guaranteed support!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 7 Mar 2007 ","I","7 Mar 2007",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 7 Mar 2007 ","U","7 Mar 2007","Shiet :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 7 Mar 2007 ","U","7 Mar 2007","Letter dated Feb 28th 2007."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 5 Mar 2007 ","I","5 Mar 2007","^____^!!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 5 Mar 2007 ","U","5 Mar 2007",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 19 Feb 2007 ","I","20 Feb 2007",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 12 Apr 2006 ","I","12 Apr 2006","It's great!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 15 Mar 2006 ","I","16 Mar 2006","Losers !"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Other on 14 Mar 2006 ","I","14 Mar 2006","Reply to my status check"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 14 Mar 2006 ","U","14 Mar 2006","signature on 02/28/2006
well,,,I am very downcasted..
"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 8 Mar 2006 ","I","12 Mar 2006","TA 1724$/month"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 7 Mar 2006 ","I","6 Mar 2006",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 4 Mar 2006 ","I","4 Mar 2006","Dated on 2/28/06"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-Mail on 5 Feb 2006 ","?","8 Feb 2006",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-Mail on 31 Jan 2006 ","?","8 Feb 2006",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science,  (?)","Accepted via E-Mail on 2 Feb 2006 ","?","14 Feb 2006",""
