"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","Bioinformatics, PhD (F15)","Accepted via E-mail on 7 Apr 2015 Undergrad GPA: 3.64GRE General (V/Q/W): 155/158/4.00GRE Subject: n/a♦","A","7 Apr 2015","Interviewed in Feb, Waitlisted 3/11/15. So excited!!"
"Boston University","Art History, Masters (F15)","Rejected via E-mail on 7 Apr 2015 ","U","7 Apr 2015","standard letter... Rejected from all the schools I applied to, I guess I won't be doing a MA anytime soon!"
"Boston University","Art History, PhD (F15)","Accepted via E-mail on 7 Apr 2015 ","A","7 Apr 2015","Applied to MA/PhD track. Got unofficial email from POI that I was accepted to MA with no funding. Will be attending!"
"Boston University","Physics, PhD (F15)","Other via Other on 6 Apr 2015 Undergrad GPA: 3.57GRE General (V/Q/W): 160/166/3.50GRE Subject: 910♦","U","7 Apr 2015","Answering: Thanks! My masters gpa is 4.0, have a 1st author prb and another 1st author preprint for prl. Applied for CMT. Good luck, I am sure there will be a couple more spots."
"Boston University","Physics, PhD (F15)","Other via Other on 7 Apr 2015 ","I","7 Apr 2015","To the poster below, congratulations!!! I am still waiting. Would you mind sharing the field you are studying and your numbers?"
"Boston University","Physics, PhD (F15)","Accepted via E-mail on 6 Apr 2015 ","I","6 Apr 2015","Accepted after being for a long while in a waitlist!"
"Boston University","International Affairs, Masters (F15)","Accepted via Other on 6 Apr 2015 ","U","6 Apr 2015","First learned via subscribed newsletter in Promotions tab, then 2 weeks later an unofficial email. Still waiting for official package and hopefully funding."
"Boston University","Public Health, Masters (F15)","Accepted via E-mail on 31 Mar 2015 ","A","6 Apr 2015","Philosophy undergraduate with plenty of public health experience including hospital internships and homeless outreach. Concentration at BU: Health Law, Bioethics & Human Rights"
"Boston University","Statistics, PhD (F15)","Wait listed via E-mail on 5 Apr 2015 ","U","5 Apr 2015","Hi, if you don't want to accept this offer, could you please decline it? Thank you, I have no other offer so far, really need this one."
"Boston University","Electrical And Computer Engineering, PhD (F15)","Rejected via E-mail on 19 Mar 2015 ","","4 Apr 2015","was really disappointed, as this was one of my target universities"
"Boston University","Physics, PhD (F15)","Other via E-mail on 3 Apr 2015 Undergrad GPA: 3.70GRE General (V/Q/W): 160/150/3.50GRE Subject: 800♦","U","3 Apr 2015","Got a reply from the grad school coordinator that I will hear back near April 15th (technically waitlisted). if you have other good offers, please decline! I really want to work with some professors at BU. Thanks!"
"Boston University","Creative Writing, MFA (F15)","Other via Other on 3 Apr 2015 ","A","3 Apr 2015","Didn't see it posted here, but to let ya'll know, some people in the Facebook group reported rejections in poetry."
"Boston University","Chemistry, PhD (F15)","Rejected via E-mail on 2 Apr 2015 Undergrad GPA: 3.97GRE General (V/Q/W): 162/164/4.50GRE Subject: n/a♦","A","2 Apr 2015","1 REU with co-authored publication. Have already accepted an offer somewhere else."
"Boston University","Mathematics, PhD (F15)","Rejected via E-mail on 2 Apr 2015 ","A","2 Apr 2015",""
"Boston University","Biostatistics, PhD (F15)","Rejected via E-mail on 2 Apr 2015 ","U","2 Apr 2015",""
"Boston University","Mathematics, PhD (F15)","Rejected via E-mail on 2 Apr 2015 ","A","2 Apr 2015","Cool. Grad alum, still rejected."
"Boston University","Mechanical Engineering, PhD (F15)","Rejected via E-mail on 2 Apr 2015 ","I","2 Apr 2015","The number of people we can admit each year is quite limited, and as a result of intense competition, we must deny admission to many well qualified candidates."
"Boston University","Physics, PhD (F15)","Other via Other on 2 Apr 2015 Undergrad GPA: 3.97GRE General (V/Q/W): 155/167/2.50GRE Subject: 880♦","I","2 Apr 2015","To the poster below. BU told me that their decision would come out in April. I saw somewhere that their Open House (not sure) is on April 2-4, so I think we can hear something only after April 4th."
"Boston University","Astronomy, PhD (F15)","Rejected via E-mail on 1 Apr 2015 ","A","2 Apr 2015","Generic email from graduate school."
"Boston University","Hispanic Language And Literature - Spanish, PhD (F15)","Rejected via E-mail on 18 Mar 2015 ","U","2 Apr 2015","I heard about the results after emailing the secretary of the Program. I got a short email from a professor saying that the program has a small number of places to offer. Good luck to everybody!"
"Boston University","Astronomy, PhD (F15)","Rejected via E-mail on 1 Apr 2015 ","A","1 Apr 2015",""
"Boston University","Astronomy, PhD (F15)","Rejected via E-mail on 1 Apr 2015 ","A","1 Apr 2015",""
"Boston University","Astronomy, PhD (F15)","Rejected via E-mail on 1 Apr 2015 Undergrad GPA: 4.00GRE General (V/Q/W): 164/170/4.00GRE Subject: 720♦","A","1 Apr 2015",""
"Boston University","Applied Mathematics, PhD (F15)","Other via Other on 1 Apr 2015 ","O","1 Apr 2015","To the poster below, I am still waiting as well. Same for Columbia."
"Boston University","Mathematical Finance, PhD (F15)","Other via Other on 1 Apr 2015 ","U","1 Apr 2015","Did anyone get accepted for this program? There isn't any 'accepted' entry here?"
"Boston University","Masters Of Social Work, Masters (F15)","Accepted via Website on 27 Mar 2015 ","A","1 Apr 2015",""
"Boston University","Art History, Masters (F15)","Accepted via E-mail on 1 Apr 2015 ","U","1 Apr 2015","f i n a l l y. no funding and not attending."
"Boston University","Art History, Masters (F15)","Accepted via E-mail on 1 Apr 2015 ","A","1 Apr 2015","No funding though"
"Boston University","PhD Rehabilitation Science, PhD (F15)","Rejected via E-mail on 30 Mar 2015 ","U","1 Apr 2015","No available mentor for my research. Will try again next year!"
"Boston University","Mathematics, PhD (F15)","Other via Other on 1 Apr 2015 ","I","1 Apr 2015","Just a courtesy remainder: if you have already decided where you want to go, please decline their offer. Thanks!!"
"Boston University","Higher Education Social Studies, Masters (F15)","Accepted via E-mail on 31 Mar 2015 ","","1 Apr 2015",""
"Boston University","Art Administration, Masters (F15)","Accepted via Website on 10 Mar 2015 ","U","1 Apr 2015","But very high cost and very competitive assistantship opportunity..."
"Boston University","Materials Science And Engineering, PhD (F15)","Rejected via E-mail on 30 Mar 2015 ","A","31 Mar 2015",""
"Boston University","Statistics, PhD (F15)","Other via E-mail on 31 Mar 2015 ","U","31 Mar 2015","To the poster below, what is the email address to inquire about the application status? Thank you!"
"Boston University","Statistics, PhD (F15)","Wait listed via E-mail on 31 Mar 2015 Undergrad GPA: 3.81GRE General (V/Q/W): 157/164/5.00GRE Subject: n/a♦","A","31 Mar 2015","""Informal waiting list."" Sent e-mail inquiring about status."
"Boston University","Molecular Biology, Cell Biology, And Biochemistry, PhD (F15)","Other via Other on 31 Mar 2015 ","O","31 Mar 2015","Did you hear something about this program?"
"Boston University","Mechanical Engineering, PhD (F15)","Rejected via E-mail on 30 Mar 2015 Undergrad GPA: 3.45GRE General (V/Q/W): 146/167/3.50GRE Subject: n/a♦","I","31 Mar 2015",""
"Boston University","Computer Science, PhD (F15)","Other via Other on 31 Mar 2015 ","I","31 Mar 2015","Its been over 3 and half months and still no response. Has anyone else heard back?"
"Boston University","Art History, Masters (F15)","Accepted via E-mail on 30 Mar 2015 ","U","30 Mar 2015","Accepted to MA, no money."
"Boston University","Systems Engineering, Masters (F15)","Rejected via E-mail on 30 Mar 2015 ","A","30 Mar 2015","LEAP, very disappointed"
"Boston University","Philosophy, PhD (F15)","Accepted via Postal Service on 30 Mar 2015 ","U","30 Mar 2015","The envelope looks like one for rejection."
"Boston University","Economics, PhD (F15)","Rejected via E-mail on 30 Mar 2015 ","A","30 Mar 2015","I received the same rejection email from them for the second time.
Obviously BU is dumb..., but it makes sense as It's ""BU"", where dumb people go to in Boston..."
"Boston University","Economics, PhD (F15)","Rejected via E-mail on 30 Mar 2015 ","A","30 Mar 2015","Seriously, a password-protected emailed rejection letter? Wait, that's not the entire truth. A password-protected emailed SECOND rejection letter. You know, for those of us too dumb to have gotten the message the first time."
"Boston University","Economics, PhD (F15)","Rejected via E-mail on 30 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 158/170/4.00GRE Subject: n/a♦","I","30 Mar 2015","""Formal"" rejection. Boring..."
"Boston University","Sociology, PhD (F15)","Wait listed via Phone on 30 Mar 2015 ","U","30 Mar 2015","After not hearing from them for a while, I called them just now and they said I've been wait listed. They are encouraging people to accept other offers, which I will do."
"Boston University","Philosophy, PhD (F15)","Other via E-mail on 29 Mar 2015 ","A","29 Mar 2015","Just letting everyone know that I will likely be accepting BU's offer this week."
"Boston University","Biomedical Engineering, PhD (F15)","Wait listed via E-mail on 5 Mar 2015 Undergrad GPA: 3.74GRE General (V/Q/W): 156/161/3.50GRE Subject: n/a♦","A","28 Mar 2015","Offered Masters admission with half tuition scholarship...if you are accepted and plan on rejecting the offer, pleeease respond ASAP"
"Boston University School Of Management","Marketing (CB), PhD (F15)","Accepted via E-mail on 23 Feb 2015 ","A","28 Mar 2015",""
"Boston University","Economics, PhD (F15)","Other via Other on 27 Mar 2015 ","O","27 Mar 2015","To the poster below: You do know that as part of their procedure, BU sends you a third letter by mail, right? :D"
"Boston University","Economics, PhD (F15)","Rejected via E-mail on 27 Mar 2015 Undergrad GPA: 3.96GRE General (V/Q/W): 155/167/3.50GRE Subject: n/a♦","U","27 Mar 2015","They think I did not get from the first letter. They are quite persistent in convincing me that I am a loser. But I do not give up!! It's just two letters of rejection from BU. Will mail to check whether they are confident in their decision. Maybe there is still a chance! Will continue to wait, hope, and prey unless I will receive the third letter. and maybe will even ask for the forth, just in case."
"Boston University","Nutrition DPD/DI, Masters (F15)","Accepted via E-mail on 27 Mar 2015 Undergrad GPA: 3.21GRE General (V/Q/W): 157/158/4.00GRE Subject: n/a♦","A","27 Mar 2015","Not attending, going to Tufts (Friedman) instead"
"Boston University","Social Work, Masters (F15)","Rejected via E-mail on 26 Mar 2015 ","A","26 Mar 2015",""
"University Of Massachusetts Boston","Mental Health Counseling Online, Masters (F15)","Interview via E-mail on 26 Mar 2015 ","A","26 Mar 2015","Skype interview set for 3/30"
"Boston University","Applied Mathematics, PhD (F15)","Wait listed via E-mail on 26 Mar 2015 ","A","26 Mar 2015","One of my top 2 choices -- very disheartening..."
"Boston University","International Relations, Masters (F15)","Accepted via Phone on 26 Mar 2015 Undergrad GPA: 3.30GRE General (V/Q/W): 147/153/4.50GRE Subject: n/a♦","A","26 Mar 2015","Took a long time to get my decision. Received phone call from a current student."
"Boston University","Music Education, Masters (F15)","Accepted via E-mail on 26 Mar 2015 ","U","26 Mar 2015","Scholarship and graduate research assistantship"
"Boston University","Physics, PhD (F15)","Other via Other on 26 Mar 2015 ","U","26 Mar 2015","I emailed to ask what was going on: I was told that they are still reviewing the applications."
"Boston University","Physics, PhD (F15)","Other via Other on 26 Mar 2015 ","U","26 Mar 2015","Anybody still waiting to hear back from BU physics ph.D program? I emailed to inquire, but they didn't get back to me."
